"Title","href","Type","Area","Msg","Price"
"北醫學生首選電梯套房近101*只限女性","https://rent.591.com.tw/rent-detail-11275655.html","分租套房   |  7坪   |  樓層：6/7","信義區-吳興街","屋主陳小姐/18小時內更新/44人瀏覽","10,000 元/月"
"吳興街臺北醫學大學近101優質套房","https://rent.591.com.tw/rent-detail-10869788.html","分租套房   |  4.5坪   |  樓層：4/5","信義區-吳興街284巷","屋主吳先生/18小時內更新/27人瀏覽","9,500 元/月"
"=市府站=交通便利生活機能佳","https://rent.591.com.tw/rent-detail-11225857.html","分租套房   |  6坪   |  樓層：5/5","信義區-松隆路","屋主陳先生/19小時內更新/27人瀏覽","10,000 元/月"
"北醫優質套房(近臺北醫學大學、吳興商圈)","https://rent.591.com.tw/rent-detail-11176992.html","分租套房   |  8坪   |  樓層：4/5","信義區-吳興街284巷28弄16號","屋主許先生/19小時內更新/36人瀏覽","10,000 元/月"
"捷運市政府站1號出口靜巷內","https://rent.591.com.tw/rent-detail-11233456.html","分租套房   |  4坪   |  樓層：3/5","信義區-忠孝東路五段","屋主劉媽媽/20小時內更新/39人瀏覽","9,000 元/月"
"台北市信義區吳興街優質套房出租","https://rent.591.com.tw/rent-detail-11251654.html","分租套房   |  6坪   |  樓層：3/7","信義區-吳興街","屋主盧太太/20小時內更新/39人瀏覽","7,800 元/月"
"永春捷運單人套房限女性","https://rent.591.com.tw/rent-detail-11206462.html","分租套房   |  4坪   |  樓層：2/3","信義區-永吉路200巷81弄24號","仲介李先生/20小時內更新/41人瀏覽","8,000 元/月"
"近永春捷運站精緻套房生活交通便利8500","https://rent.591.com.tw/rent-detail-11238954.html","分租套房   |  5坪   |  樓層：1/4","信義區-永吉路278巷","仲介王先生/21小時內更新/46人瀏覽","8,500 元/月"
"3樓不用爬高，近101華納威秀，近北醫","https://rent.591.com.tw/rent-detail-11190645.html","分租套房   |  7坪   |  樓層：3/4","信義區-吳興街583巷","屋主張小姐/22小時內更新/29人瀏覽","9,500 元/月"
"信義區六張犁捷運*限女性*套雅房","https://rent.591.com.tw/rent-detail-11156028.html","分租套房   |  4.8坪   |  樓層：4/4","信義區-嘉興街","屋主林小姐/23小時內更新/22人瀏覽","7,800 元/月"
"永春站2分全新美套房水泥隔間獨洗","https://rent.591.com.tw/rent-detail-11254857.html","分租套房   |  4.5坪   |  樓層：2/4","信義區-虎林街121巷","仲介阮小姐/23小時內更新/39人瀏覽","9,700 元/月"
"二人可限女性北醫旁套房近捷運吳興商圈世貿","https://rent.591.com.tw/rent-detail-11251037.html","分租套房   |  6坪   |  樓層：5/5","信義區-吳興街284巷30弄75號","屋主林先生/23小時內更新/24人瀏覽","9,000 元/月"
"鄰近永春捷運站四樓套房","https://rent.591.com.tw/rent-detail-11260133.html","分租套房   |  6坪   |  樓層：4/4","信義區-永吉路278巷","仲介柯先生/24小時內更新/35人瀏覽","8,000 元/月"
"生活機能佳...近永春捷運站","https://rent.591.com.tw/rent-detail-11180592.html","分租套房   |  4.5坪   |  樓層：4/4","信義區-福德街","屋主阮太太/24小時內更新/2條問答/22人瀏覽","8,500 元/月"
"稀有*板南線永春*明亮超值套房","https://rent.591.com.tw/rent-detail-11104385.html","分租套房   |  4坪   |  樓層：2/4","信義區-松山路","仲介魏先生/昨日更新/36人瀏覽","8,000 元/月"
"近捷運象山站套房/含水費/生活機能便利","https://rent.591.com.tw/rent-detail-11278601.html","分租套房   |  7坪   |  樓層：4/4","信義區-虎林街242巷","屋主古先生/昨日更新/48人瀏覽","9,000 元/月"
"近永春捷運站，全新裝潢.全新設備","https://rent.591.com.tw/rent-detail-11213655.html","分租套房   |  6坪   |  樓層：2/3","信義區-虎林街108巷7號","屋主陳先生/昨日更新/36人瀏覽","10,000 元/月"
"近永春捷運站，近市場，生活機能佳","https://rent.591.com.tw/rent-detail-11241123.html","分租套房   |  5.5坪   |  樓層：1/2","信義區-虎林街120巷91號","代理人吳太太/2天前更新/58人瀏覽","8,000 元/月"
"信義區福德街便宜分租套房","https://rent.591.com.tw/rent-detail-11236529.html","分租套房   |  3坪   |  樓層：3/4","信義區-福德街","代理人葉先生/2天前更新/21人瀏覽","8,000 元/月"
"近永春捷運站松山火車站","https://rent.591.com.tw/rent-detail-10866466.html","分租套房   |  7坪   |  樓層：4/4","信義區-虎林街104巷","屋主高先生/2天前更新/148人瀏覽","8,500 元/月"
"採光通風,生活機能佳,交通便利,可炊","https://rent.591.com.tw/rent-detail-11169439.html","分租套房   |  5坪   |  樓層：2/5","信義區-福德街","屋主桑小姐/3天前更新/28人瀏覽","8,000 元/月"
"正信義路上~信義計畫區旁~電梯套房限女性","https://rent.591.com.tw/rent-detail-11271042.html","分租套房   |  6坪   |  樓層：2/7","信義區-信義路六段","屋主周太太/3天前更新/44人瀏覽","9,000 元/月"
"獨立電錶,近饒河街及松山線捷運站","https://rent.591.com.tw/rent-detail-11162341.html","分租套房   |  7.5坪   |  樓層：5/5","信義區-松信路18號","代理人張先生/3天前更新/1條問答/19人瀏覽","9,500 元/月"
"麟光站經濟優質套房","https://rent.591.com.tw/rent-detail-11190688.html","分租套房   |  6坪   |  樓層：2/5","信義區-和平東路三段391巷","屋主張先生/4天前更新/34人瀏覽","8,500 元/月"
"吳興街優質寧靜雅房近吳興國小北醫","https://rent.591.com.tw/rent-detail-11261647.html","分租套房   |  5坪   |  樓層：2/5","信義區-惠安里432巷","屋主廖小姐/5天前更新/36人瀏覽","7,000 元/月"
"捷運永春站80米1樓磚隔附Wifi水公電","https://rent.591.com.tw/rent-detail-11260499.html","分租套房   |  7坪   |  樓層：1/5","信義區-忠孝東路五段423巷","屋主李老師/4小時內更新/37人瀏覽","9,200 元/月"
"★市府捷運站★永吉路商圈★超值經濟套房★","https://rent.591.com.tw/rent-detail-11201489.html","分租套房   |  7坪   |  樓層：5/5","信義區-松隆路73巷","仲介王先生/10小時內更新/19人瀏覽","10,000 元/月"
"溫馨頂樓挑高套房","https://rent.591.com.tw/rent-detail-11212544.html","分租套房   |  6坪   |  樓層：頂樓加蓋/4","信義區-大道路42巷","屋主王小姐/14小時內更新/48人瀏覽","9,000 元/月"
"交通便利採光佳","https://rent.591.com.tw/rent-detail-11282213.html","分租套房   |  5坪   |  樓層：3/4","信義區-永吉路278巷57弄28-號","屋主王小姐/15小時內更新/58人瀏覽","9,200 元/月"
"捷運市府站鄰近101商圈機能套房","https://rent.591.com.tw/rent-detail-11260348.html","分租套房   |  6坪   |  樓層：4/4","信義區-松隆路","仲介許先生/15小時內更新/53人瀏覽","9,000 元/月"
"北醫學生首選電梯套房近101*只限女性","https://rent.591.com.tw/rent-detail-11275655.html","分租套房   |  7坪   |  樓層：6/7","信義區-吳興街","屋主陳小姐/18小時內更新/44人瀏覽","10,000 元/月"
"吳興街臺北醫學大學近101優質套房","https://rent.591.com.tw/rent-detail-10869788.html","分租套房   |  4.5坪   |  樓層：4/5","信義區-吳興街284巷","屋主吳先生/18小時內更新/27人瀏覽","9,500 元/月"
"=市府站=交通便利生活機能佳","https://rent.591.com.tw/rent-detail-11225857.html","分租套房   |  6坪   |  樓層：5/5","信義區-松隆路","屋主陳先生/19小時內更新/27人瀏覽","10,000 元/月"
"北醫優質套房(近臺北醫學大學、吳興商圈)","https://rent.591.com.tw/rent-detail-11176992.html","分租套房   |  8坪   |  樓層：4/5","信義區-吳興街284巷28弄16號","屋主許先生/19小時內更新/36人瀏覽","10,000 元/月"
"捷運市政府站1號出口靜巷內","https://rent.591.com.tw/rent-detail-11233456.html","分租套房   |  4坪   |  樓層：3/5","信義區-忠孝東路五段","屋主劉媽媽/20小時內更新/39人瀏覽","9,000 元/月"
"台北市信義區吳興街優質套房出租","https://rent.591.com.tw/rent-detail-11251654.html","分租套房   |  6坪   |  樓層：3/7","信義區-吳興街","屋主盧太太/20小時內更新/39人瀏覽","7,800 元/月"
"永春捷運單人套房限女性","https://rent.591.com.tw/rent-detail-11206462.html","分租套房   |  4坪   |  樓層：2/3","信義區-永吉路200巷81弄24號","仲介李先生/20小時內更新/41人瀏覽","8,000 元/月"
"近永春捷運站精緻套房生活交通便利8500","https://rent.591.com.tw/rent-detail-11238954.html","分租套房   |  5坪   |  樓層：1/4","信義區-永吉路278巷","仲介王先生/21小時內更新/46人瀏覽","8,500 元/月"
"3樓不用爬高，近101華納威秀，近北醫","https://rent.591.com.tw/rent-detail-11190645.html","分租套房   |  7坪   |  樓層：3/4","信義區-吳興街583巷","屋主張小姐/22小時內更新/29人瀏覽","9,500 元/月"
"信義區六張犁捷運*限女性*套雅房","https://rent.591.com.tw/rent-detail-11156028.html","分租套房   |  4.8坪   |  樓層：4/4","信義區-嘉興街","屋主林小姐/23小時內更新/22人瀏覽","7,800 元/月"
"永春站2分全新美套房水泥隔間獨洗","https://rent.591.com.tw/rent-detail-11254857.html","分租套房   |  4.5坪   |  樓層：2/4","信義區-虎林街121巷","仲介阮小姐/23小時內更新/39人瀏覽","9,700 元/月"
"二人可限女性北醫旁套房近捷運吳興商圈世貿","https://rent.591.com.tw/rent-detail-11251037.html","分租套房   |  6坪   |  樓層：5/5","信義區-吳興街284巷30弄75號","屋主林先生/23小時內更新/24人瀏覽","9,000 元/月"
"鄰近永春捷運站四樓套房","https://rent.591.com.tw/rent-detail-11260133.html","分租套房   |  6坪   |  樓層：4/4","信義區-永吉路278巷","仲介柯先生/24小時內更新/35人瀏覽","8,000 元/月"
"生活機能佳...近永春捷運站","https://rent.591.com.tw/rent-detail-11180592.html","分租套房   |  4.5坪   |  樓層：4/4","信義區-福德街","屋主阮太太/24小時內更新/2條問答/22人瀏覽","8,500 元/月"
"稀有*板南線永春*明亮超值套房","https://rent.591.com.tw/rent-detail-11104385.html","分租套房   |  4坪   |  樓層：2/4","信義區-松山路","仲介魏先生/昨日更新/36人瀏覽","8,000 元/月"
"近捷運象山站套房/含水費/生活機能便利","https://rent.591.com.tw/rent-detail-11278601.html","分租套房   |  7坪   |  樓層：4/4","信義區-虎林街242巷","屋主古先生/昨日更新/48人瀏覽","9,000 元/月"
"近永春捷運站，全新裝潢.全新設備","https://rent.591.com.tw/rent-detail-11213655.html","分租套房   |  6坪   |  樓層：2/3","信義區-虎林街108巷7號","屋主陳先生/昨日更新/36人瀏覽","10,000 元/月"
"近永春捷運站，近市場，生活機能佳","https://rent.591.com.tw/rent-detail-11241123.html","分租套房   |  5.5坪   |  樓層：1/2","信義區-虎林街120巷91號","代理人吳太太/2天前更新/58人瀏覽","8,000 元/月"
"信義區福德街便宜分租套房","https://rent.591.com.tw/rent-detail-11236529.html","分租套房   |  3坪   |  樓層：3/4","信義區-福德街","代理人葉先生/2天前更新/21人瀏覽","8,000 元/月"
"近永春捷運站松山火車站","https://rent.591.com.tw/rent-detail-10866466.html","分租套房   |  7坪   |  樓層：4/4","信義區-虎林街104巷","屋主高先生/2天前更新/148人瀏覽","8,500 元/月"
"採光通風,生活機能佳,交通便利,可炊","https://rent.591.com.tw/rent-detail-11169439.html","分租套房   |  5坪   |  樓層：2/5","信義區-福德街","屋主桑小姐/3天前更新/28人瀏覽","8,000 元/月"
"正信義路上~信義計畫區旁~電梯套房限女性","https://rent.591.com.tw/rent-detail-11271042.html","分租套房   |  6坪   |  樓層：2/7","信義區-信義路六段","屋主周太太/3天前更新/44人瀏覽","9,000 元/月"
"獨立電錶,近饒河街及松山線捷運站","https://rent.591.com.tw/rent-detail-11162341.html","分租套房   |  7.5坪   |  樓層：5/5","信義區-松信路18號","代理人張先生/3天前更新/1條問答/19人瀏覽","9,500 元/月"
"麟光站經濟優質套房","https://rent.591.com.tw/rent-detail-11190688.html","分租套房   |  6坪   |  樓層：2/5","信義區-和平東路三段391巷","屋主張先生/4天前更新/34人瀏覽","8,500 元/月"
"吳興街優質寧靜雅房近吳興國小北醫","https://rent.591.com.tw/rent-detail-11261647.html","分租套房   |  5坪   |  樓層：2/5","信義區-惠安里432巷","屋主廖小姐/5天前更新/36人瀏覽","7,000 元/月"
"捷運永春站80米1樓磚隔附Wifi水公電","https://rent.591.com.tw/rent-detail-11260499.html","分租套房   |  7坪   |  樓層：1/5","信義區-忠孝東路五段423巷","屋主李老師/4小時內更新/37人瀏覽","9,200 元/月"
"★市府捷運站★永吉路商圈★超值經濟套房★","https://rent.591.com.tw/rent-detail-11201489.html","分租套房   |  7坪   |  樓層：5/5","信義區-松隆路73巷","仲介王先生/10小時內更新/19人瀏覽","10,000 元/月"
"溫馨頂樓挑高套房","https://rent.591.com.tw/rent-detail-11212544.html","分租套房   |  6坪   |  樓層：頂樓加蓋/4","信義區-大道路42巷","屋主王小姐/14小時內更新/48人瀏覽","9,000 元/月"
"交通便利採光佳","https://rent.591.com.tw/rent-detail-11282213.html","分租套房   |  5坪   |  樓層：3/4","信義區-永吉路278巷57弄28-號","屋主王小姐/15小時內更新/58人瀏覽","9,200 元/月"
"捷運市府站鄰近101商圈機能套房","https://rent.591.com.tw/rent-detail-11260348.html","分租套房   |  6坪   |  樓層：4/4","信義區-松隆路","仲介許先生/15小時內更新/53人瀏覽","9,000 元/月"
"北醫學生首選電梯套房近101*只限女性","https://rent.591.com.tw/rent-detail-11275655.html","分租套房   |  7坪   |  樓層：6/7","信義區-吳興街","屋主陳小姐/18小時內更新/44人瀏覽","10,000 元/月"
"吳興街臺北醫學大學近101優質套房","https://rent.591.com.tw/rent-detail-10869788.html","分租套房   |  4.5坪   |  樓層：4/5","信義區-吳興街284巷","屋主吳先生/18小時內更新/27人瀏覽","9,500 元/月"
"=市府站=交通便利生活機能佳","https://rent.591.com.tw/rent-detail-11225857.html","分租套房   |  6坪   |  樓層：5/5","信義區-松隆路","屋主陳先生/19小時內更新/27人瀏覽","10,000 元/月"
"北醫優質套房(近臺北醫學大學、吳興商圈)","https://rent.591.com.tw/rent-detail-11176992.html","分租套房   |  8坪   |  樓層：4/5","信義區-吳興街284巷28弄16號","屋主許先生/19小時內更新/36人瀏覽","10,000 元/月"
"捷運市政府站1號出口靜巷內","https://rent.591.com.tw/rent-detail-11233456.html","分租套房   |  4坪   |  樓層：3/5","信義區-忠孝東路五段","屋主劉媽媽/20小時內更新/39人瀏覽","9,000 元/月"
"台北市信義區吳興街優質套房出租","https://rent.591.com.tw/rent-detail-11251654.html","分租套房   |  6坪   |  樓層：3/7","信義區-吳興街","屋主盧太太/20小時內更新/39人瀏覽","7,800 元/月"
"永春捷運單人套房限女性","https://rent.591.com.tw/rent-detail-11206462.html","分租套房   |  4坪   |  樓層：2/3","信義區-永吉路200巷81弄24號","仲介李先生/20小時內更新/41人瀏覽","8,000 元/月"
"近永春捷運站精緻套房生活交通便利8500","https://rent.591.com.tw/rent-detail-11238954.html","分租套房   |  5坪   |  樓層：1/4","信義區-永吉路278巷","仲介王先生/21小時內更新/46人瀏覽","8,500 元/月"
"3樓不用爬高，近101華納威秀，近北醫","https://rent.591.com.tw/rent-detail-11190645.html","分租套房   |  7坪   |  樓層：3/4","信義區-吳興街583巷","屋主張小姐/22小時內更新/29人瀏覽","9,500 元/月"
"信義區六張犁捷運*限女性*套雅房","https://rent.591.com.tw/rent-detail-11156028.html","分租套房   |  4.8坪   |  樓層：4/4","信義區-嘉興街","屋主林小姐/23小時內更新/22人瀏覽","7,800 元/月"
"永春站2分全新美套房水泥隔間獨洗","https://rent.591.com.tw/rent-detail-11254857.html","分租套房   |  4.5坪   |  樓層：2/4","信義區-虎林街121巷","仲介阮小姐/23小時內更新/39人瀏覽","9,700 元/月"
"二人可限女性北醫旁套房近捷運吳興商圈世貿","https://rent.591.com.tw/rent-detail-11251037.html","分租套房   |  6坪   |  樓層：5/5","信義區-吳興街284巷30弄75號","屋主林先生/23小時內更新/24人瀏覽","9,000 元/月"
"鄰近永春捷運站四樓套房","https://rent.591.com.tw/rent-detail-11260133.html","分租套房   |  6坪   |  樓層：4/4","信義區-永吉路278巷","仲介柯先生/24小時內更新/35人瀏覽","8,000 元/月"
"生活機能佳...近永春捷運站","https://rent.591.com.tw/rent-detail-11180592.html","分租套房   |  4.5坪   |  樓層：4/4","信義區-福德街","屋主阮太太/24小時內更新/2條問答/22人瀏覽","8,500 元/月"
"稀有*板南線永春*明亮超值套房","https://rent.591.com.tw/rent-detail-11104385.html","分租套房   |  4坪   |  樓層：2/4","信義區-松山路","仲介魏先生/昨日更新/36人瀏覽","8,000 元/月"
"近捷運象山站套房/含水費/生活機能便利","https://rent.591.com.tw/rent-detail-11278601.html","分租套房   |  7坪   |  樓層：4/4","信義區-虎林街242巷","屋主古先生/昨日更新/48人瀏覽","9,000 元/月"
"近永春捷運站，全新裝潢.全新設備","https://rent.591.com.tw/rent-detail-11213655.html","分租套房   |  6坪   |  樓層：2/3","信義區-虎林街108巷7號","屋主陳先生/昨日更新/36人瀏覽","10,000 元/月"
"近永春捷運站，近市場，生活機能佳","https://rent.591.com.tw/rent-detail-11241123.html","分租套房   |  5.5坪   |  樓層：1/2","信義區-虎林街120巷91號","代理人吳太太/2天前更新/58人瀏覽","8,000 元/月"
"信義區福德街便宜分租套房","https://rent.591.com.tw/rent-detail-11236529.html","分租套房   |  3坪   |  樓層：3/4","信義區-福德街","代理人葉先生/2天前更新/21人瀏覽","8,000 元/月"
"近永春捷運站松山火車站","https://rent.591.com.tw/rent-detail-10866466.html","分租套房   |  7坪   |  樓層：4/4","信義區-虎林街104巷","屋主高先生/2天前更新/148人瀏覽","8,500 元/月"
"採光通風,生活機能佳,交通便利,可炊","https://rent.591.com.tw/rent-detail-11169439.html","分租套房   |  5坪   |  樓層：2/5","信義區-福德街","屋主桑小姐/3天前更新/28人瀏覽","8,000 元/月"
"正信義路上~信義計畫區旁~電梯套房限女性","https://rent.591.com.tw/rent-detail-11271042.html","分租套房   |  6坪   |  樓層：2/7","信義區-信義路六段","屋主周太太/3天前更新/44人瀏覽","9,000 元/月"
"獨立電錶,近饒河街及松山線捷運站","https://rent.591.com.tw/rent-detail-11162341.html","分租套房   |  7.5坪   |  樓層：5/5","信義區-松信路18號","代理人張先生/3天前更新/1條問答/19人瀏覽","9,500 元/月"
"麟光站經濟優質套房","https://rent.591.com.tw/rent-detail-11190688.html","分租套房   |  6坪   |  樓層：2/5","信義區-和平東路三段391巷","屋主張先生/4天前更新/34人瀏覽","8,500 元/月"
"吳興街優質寧靜雅房近吳興國小北醫","https://rent.591.com.tw/rent-detail-11261647.html","分租套房   |  5坪   |  樓層：2/5","信義區-惠安里432巷","屋主廖小姐/5天前更新/36人瀏覽","7,000 元/月"
"信義住宅區，近後山埤捷運，套房招租","https://rent.591.com.tw/rent-detail-11261249.html","分租套房   |  10坪   |  樓層：5/5","信義區-中坡南路70巷5號","屋主張小姐/5天前更新/75人瀏覽","9,000 元/月"
"近永春捷運站，全新裝潢雅緻套房","https://rent.591.com.tw/rent-detail-11208087.html","分租套房   |  5坪   |  樓層：4/4","信義區-虎林街","屋主邱太太/6天前更新/32人瀏覽","10,000 元/月"
"近興雅國小/市府捷運/松山車站/5樓","https://rent.591.com.tw/rent-detail-11232719.html","分租套房   |  5坪   |  樓層：5/5","信義區-基隆路一段35巷","屋主古先生/6天前更新/47人瀏覽","7,000 元/月"
"信義線世貿大樓站旁套房出租","https://rent.591.com.tw/rent-detail-11213041.html","分租套房   |  5坪   |  樓層：5/5","信義區-基隆路二段","屋主陳小姐/6天前更新/33人瀏覽","8,000 元/月"
"生活機能良好、租金便宜","https://rent.591.com.tw/rent-detail-11225218.html","分租套房   |  6坪   |  樓層：4/7","信義區-忠孝東路四段553巷","屋主林先生/7天前更新/37人瀏覽","8,200 元/月"
"***捷運後山埤電梯平價單身小套房***","https://rent.591.com.tw/rent-detail-11193974.html","分租套房   |  3坪   |  樓層：6/7","信義區-忠孝東路五段781號","屋主邱小姐/9天前更新/44人瀏覽","7,500 元/月"
"永春捷運/優質美套/家俱齊全","https://rent.591.com.tw/rent-detail-11244295.html","分租套房   |  5坪   |  樓層：4/4","信義區-松信路","仲介鄭小姐/9天前更新/25人瀏覽","7,900 元/月"
"北醫與吳興郵局旁2樓採光套房","https://rent.591.com.tw/rent-detail-11186932.html","分租套房   |  6坪   |  樓層：2/4","信義區-吳興街281巷","屋主黃小姐/10天前更新/2條問答/37人瀏覽","8,500 元/月"
"信義世貿101大廈套房","https://rent.591.com.tw/rent-detail-11161753.html","分租套房   |  7坪   |  樓層：8/12","信義區-基隆路二段","屋主倪小姐/10天前更新/28人瀏覽","10,000 元/月"
"信義~象山優資套房","https://rent.591.com.tw/rent-detail-11223301.html","分租套房   |  5坪   |  樓層：2/4","信義區-信義路五段150巷441弄21號","屋主劉小姐/12天前更新/32人瀏覽","7,500 元/月"
"🍎限租男性🍎101信義國中旁優質美套","https://rent.591.com.tw/rent-detail-11162748.html","分租套房   |  5坪   |  樓層：1/4","信義區-莊敬路423巷","仲介游佳諭/12天前更新/41人瀏覽","8,000 元/月"
"台北市信義區超優質和室套房","https://rent.591.com.tw/rent-detail-11166112.html","分租套房   |  6坪   |  樓層：5/5","信義區-信義路五段150巷","屋主廖先生/15天前更新/2條問答/56人瀏覽","7,500 元/月"
"公車總站/靜巷套房/無線網路","https://rent.591.com.tw/rent-detail-11197132.html","分租套房   |  6坪   |  樓層：4/5","信義區-吳興街524巷","屋主胡小姐/18天前更新/16人瀏覽","9,500 元/月"
"市府站新穎素雅寧靜套房","https://rent.591.com.tw/rent-detail-11173673.html","分租套房   |  7坪   |  樓層：7/7","信義區-基隆路一段147巷","屋主莊先生/21天前更新/49人瀏覽","9,999 元/月"
"近市政府套房","https://rent.591.com.tw/rent-detail-11154321.html","分租套房   |  6坪   |  樓層：4/5","信義區-松山路445號","屋主林小姐/28天前更新/1條問答/51人瀏覽","6,500 元/月"